Date,BZ=F,IOC,ONGC,BPCL,RELIANCE
2014-01-31,106.4000015258789,21.129194259643555,106.04960632324219,32.019737243652344,176.11819458007812
2014-02-28,109.06999969482422,21.387554168701172,112.13046264648438,33.37043762207031,169.5070343017578
2014-03-31,107.76000213623047,24.255294799804688,124.28028106689453,40.61394500732422,197.22314453125
2014-04-30,108.06999969482422,22.687942504882812,126.7760009765625,40.15930938720703,198.2932586669922
2014-05-31,109.41000366210938,31.011302947998047,147.46339416503906,46.07416915893555,227.83290100097656
2014-06-30,112.36000061035156,29.67645835876465,165.67453002929688,53.0042610168457,217.2832794189453
2014-07-31,106.0199966430664,28.526782989501953,154.17071533203125,51.21657180786133,215.36807250976562
2014-08-31,103.19000244140625,31.753021240234375,169.6326446533203,61.29389953613281,213.70965576171875
2014-09-30,94.66999816894531,32.01807403564453,159.40762329101562,59.29831314086914,202.36831665039062
2014-10-31,85.86000061035156,32.17268753051758,158.08102416992188,65.57286071777344,214.1055450439453
2014-11-30,70.1500015258789,32.24336242675781,148.033935546875,67.51812744140625,212.1903839111328
2014-12-31,57.33000183105469,29.354312896728516,135.15756225585938,58.44783401489258,190.69525146484375
2015-01-31,52.9900016784668,30.683990478515625,139.11705017089844,67.75334930419922,195.8523712158203
2015-02-28,62.58000183105469,29.478008270263672,128.58477783203125,67.33716583251953,183.07730102539062
2015-03-31,55.11000061035156,32.570255279541016,122.86244201660156,73.35836791992188,176.7539825439453
2015-04-30,66.77999877929688,31.91205596923828,121.91996765136719,69.19193267822266,184.53240966796875
2015-05-31,65.55999755859375,31.47030258178711,132.28717041015625,76.91864013671875,190.03179931640625
2015-06-30,63.59000015258789,34.05012512207031,124.16586303710938,79.56055450439453,216.70558166503906
2015-07-31,52.209999084472656,38.10981750488281,109.36702728271484,83.84912109375,217.0847930908203
2015-08-31,54.150001525878906,36.61669158935547,95.97187042236328,82.0051040649414,185.4597625732422
2015-09-30,48.369998931884766,36.130943298339844,92.18576049804688,78.98748779296875,186.84652709960938
2015-10-31,49.560001373291016,35.910850524902344,99.25994873046875,80.88163757324219,205.35134887695312
2015-11-30,44.61000061035156,37.7748908996582,95.84514617919922,83.72748565673828,209.5550537109375
2015-12-31,37.279998779296875,38.4980583190918,98.95606994628906,82.85002136230469,219.84750366210938
2016-01-31,34.7400016784668,36.13991928100586,92.61141204833984,82.928955078125,224.3545379638672
2016-02-29,35.970001220703125,33.51433181762695,79.45138549804688,72.453857421875,209.45751953125
2016-03-31,39.599998474121094,35.8798828125,87.95609283447266,85.55457305908203,229.0279998779297
2016-04-30,48.130001068115234,39.49430465698242,89.25018310546875,92.52723693847656,215.33277893066406
2016-05-31,49.689998626708984,37.930946350097656,86.5798568725586,92.76376342773438,209.8875274658203
2016-06-30,49.68000030517578,40.20079040527344,88.85989379882812,102.9599838256836,212.36363220214844
2016-07-31,42.459999084472656,49.62655258178711,90.4209976196289,113.82592010498047,222.38856506347656
2016-08-31,47.040000915527344,52.45245361328125,98.39935302734375,115.73693084716797,232.27101135253906
2016-09-30,49.060001373291016,53.89548873901367,106.87348937988281,117.65756225585938,237.46424865722656
2016-10-31,48.29999923706055,59.86332321166992,119.47007751464844,128.49951171875,231.16441345214844
2016-11-30,50.470001220703125,56.754493713378906,122.28775024414062,123.67872619628906,216.94329833984375
2016-12-31,56.130001068115234,60.150146484375,121.49407196044922,122.05580139160156,237.1793670654297
2017-01-31,55.70000076293945,67.80191802978516,128.60533142089844,130.91946411132812,229.0279998779297
2017-02-28,55.59000015258789,73.76956176757812,124.29630279541016,132.33799743652344,271.2859802246094
2017-03-31,52.83000183105469,75.04898834228516,118.80558013916016,130.7435302734375,289.44036865234375
2017-04-30,51.72999954223633,85.32569122314453,119.80096435546875,144.70611572265625,305.72125244140625
2017-05-31,50.310001373291016,83.27034759521484,113.66799926757812,149.41395568847656,293.7790222167969
2017-06-30,47.91999816894531,74.69027709960938,101.016845703125,128.82069396972656,302.39056396484375
2017-07-31,52.650001525878906,71.28733825683594,108.78731536865234,142.3847198486328,356.7419738769531
2017-08-31,52.380001068115234,88.3736343383789,100.79205322265625,159.86740112304688,352.1700744628906
2017-09-30,57.540000915527344,77.83955383300781,110.3089599609375,142.4300537109375,344.94775390625
2017-10-31,61.369998931884766,80.75489044189453,123.31116485595703,163.6751708984375,415.6026611328125
2017-11-30,63.56999969482422,76.47905731201172,118.45838928222656,152.26687622070312,407.0772399902344
2017-12-31,66.5999984741211,75.51699829101562,127.99931335449219,156.45245361328125,406.8563232421875
2018-01-31,69.05000305175781,81.16301727294922,133.40911865234375,148.7763671875,424.6360168457031
2018-02-28,65.77999877929688,77.35021209716797,123.47476959228516,134.00479125976562,421.6543273925781
2018-03-31,70.2699966430664,72.02765655517578,118.03406524658203,133.3496551513672,389.9159851074219
2018-04-30,75.16999816894531,66.19529724121094,119.85966491699219,120.83983612060547,425.51953125
2018-05-31,77.58999633789062,71.00801849365234,118.10047912597656,126.01846313476562,406.98883056640625
2018-06-30,79.44000244140625,63.62580108642578,105.15522003173828,116.45671844482422,432.43280029296875
2018-07-31,74.25,67.03141021728516,110.00135040283203,121.58855438232422,527.39501953125
2018-08-31,77.41999816894531,64.24761199951172,119.52777099609375,115.18170928955078,552.1417846679688
2018-09-30,82.72000122070312,63.33894348144531,118.55614471435547,119.01473236083984,559.3900146484375
2018-10-31,75.47000122070312,57.184722900390625,102.53231811523438,87.50756072998047,471.9207458496094
2018-11-30,58.709999084472656,55.594539642333984,93.86808013916016,103.18955993652344,519.190673828125
2018-12-31,53.79999923706055,59.314430236816406,100.29097747802734,115.38848876953125,498.6018371582031
2019-01-31,61.88999938964844,59.22787094116211,94.50367736816406,109.88545227050781,545.69384765625
2019-02-28,66.02999877929688,62.58203887939453,103.11236572265625,110.95050048828125,547.427978515625
2019-03-31,68.38999938964844,70.46292877197266,108.82734680175781,126.8263931274414,604.7700805664062
2019-04-30,72.80000305175781,69.04318237304688,118.11152648925781,124.85425567626953,619.355712890625
2019-05-31,64.48999786376953,72.31952667236328,120.03118896484375,134.5507049560547,591.496337890625
2019-06-30,66.55000305175781,68.10397338867188,117.09933471679688,128.9957733154297,557.2333984375
2019-07-31,65.16999816894531,60.85237121582031,96.92546081542969,113.5636215209961,518.612548828125
2019-08-31,60.43000030517578,53.92573547363281,85.13150787353516,119.56314849853516,558.5426635742188
2019-09-30,60.779998779296875,64.91345977783203,92.5770034790039,158.2171173095703,595.986083984375
2019-10-31,60.22999954223633,64.64920043945312,99.53082275390625,177.23277282714844,655.0814208984375
2019-11-30,62.43000030517578,57.86722183227539,92.54190063476562,172.16754150390625,693.9117431640625
2019-12-31,66.0,55.29093551635742,90.46979522705078,165.43634033203125,677.31494140625
2020-01-31,58.15999984741211,49.96221923828125,76.52706146240234,153.79136657714844,631.5060424804688
2020-02-29,50.52000045776367,46.57122802734375,64.58616638183594,143.49256896972656,594.3756103515625
2020-03-31,22.739999771118164,37.72761535644531,51.53584671020508,112.49586486816406,498.239501953125
2020-04-30,25.270000457763672,38.90587615966797,60.28862380981445,131.34573364257812,655.8197021484375
2020-05-31,35.33000183105469,38.44381332397461,62.77865982055664,121.69004821777344,661.3135986328125
2020-06-30,41.150001525878906,39.437252044677734,61.38274002075195,132.76568603515625,769.560546875
2020-07-31,43.29999923706055,40.86965560913086,59.081363677978516,146.8942108154297,937.2877197265625
2020-08-31,45.279998779296875,39.645179748535156,61.83547592163086,144.76429748535156,943.4544677734375
2020-09-30,40.95000076293945,34.1466064453125,52.25265884399414,125.32865905761719,1013.1242065429688
2020-10-31,37.459999084472656,36.75727462768555,48.97036361694336,125.82567596435547,931.574462890625
2020-11-30,47.59000015258789,39.09070587158203,59.232261657714844,132.41070556640625,875.0315551757812
2020-12-31,51.79999923706055,42.024810791015625,70.21099853515625,135.28611755371094,900.1970825195312
2021-01-31,55.880001068115234,43.08756637573242,66.62686920166016,136.173583984375,835.1976318359375
2021-02-28,66.12999725341797,48.82299041748047,85.1921615600586,166.04824829101562,945.7669677734375
2021-03-31,63.540000915527344,47.16276931762695,78.3998031616211,159.8231658935547,908.26806640625
2021-04-30,67.25,46.6492919921875,83.00479125976562,157.5263671875,904.36865234375
2021-05-31,69.62999725341797,56.097251892089844,87.22602081298828,176.27418518066406,979.5474853515625
2021-06-30,75.12999725341797,55.40406036376953,90.33438110351562,174.81768798828125,960.37109375
2021-07-31,76.33000183105469,52.96504211425781,88.49238586425781,166.37741088867188,926.0859985351562
2021-08-31,72.98999786376953,57.7413444519043,92.52175903320312,176.14346313476562,1027.4854736328125
2021-09-30,78.5199966430664,65.2682876586914,112.64057159423828,183.08372497558594,1146.2889404296875
2021-10-31,84.37999725341797,66.6486587524414,116.18739318847656,176.94139099121094,1154.0242919921875
2021-11-30,70.56999969482422,64.26481628417969,114.86402893066406,158.5737762451172,1094.48583984375
2021-12-31,77.77999877929688,60.239830017089844,115.1065444946289,165.1953125,1077.5367431640625
2022-01-31,91.20999908447266,67.6415023803711,139.5181884765625,170.1667938232422,1085.9317626953125
2022-02-28,100.98999786376953,64.2485580444336,131.22633361816406,151.9391326904297,1073.62353515625
2022-03-31,107.91000366210938,66.45535278320312,133.881103515625,156.0872802734375,1198.8428955078125
2022-04-30,109.33999633789062,70.39407348632812,131.06298828125,157.49893188476562,1269.5972900390625
2022-05-31,122.83999633789062,64.80724334716797,123.5479965209961,141.68824768066406,1197.88720703125
2022-06-30,114.80999755859375,62.22333908081055,123.7930908203125,133.9566192626953,1181.052001953125
2022-07-31,110.01000213623047,61.13389587402344,109.57992553710938,143.46910095214844,1141.8299560546875
2022-08-31,96.48999786376953,61.97019958496094,115.91246032714844,145.26382446289062,1204.2152099609375
2022-09-30,87.95999908447266,58.026634216308594,106.04400634765625,134.72206115722656,1085.4349365234375
2022-10-31,94.83000183105469,59.15336990356445,112.10725402832031,134.2137908935547,1163.8837890625
2022-11-30,85.43000030517578,66.43377685546875,123.90341186523438,150.78883361816406,1246.85205078125
2022-12-31,85.91000366210938,66.30377960205078,128.8647918701172,146.08152770996094,1162.7880859375
2023-01-31,84.48999786376953,70.8540267944336,127.24027252197266,151.71702575683594,1074.5245361328125
2023-02-28,83.88999938964844,65.91374969482422,137.06399536132812,140.2692108154297,1060.2362060546875
2023-03-31,79.7699966430664,67.51717376708984,136.1625518798828,152.18112182617188,1064.116455078125
2023-04-30,79.54000091552734,70.5506820678711,143.283935546875,158.0597686767578,1104.9500732421875
2023-05-31,72.66000366210938,78.00444793701172,139.63311767578125,160.66757202148438,1127.5008544921875
2023-06-30,74.9000015258789,79.13117218017578,144.5009002685547,161.19796752929688,1164.180419921875
2023-07-31,85.55999755859375,83.80445098876953,159.6000213623047,166.85560607910156,1260.8065185546875
2023-08-31,86.86000061035156,79.64775848388672,157.4286651611328,152.20240783691406,1194.6578369140625
2023-09-30,95.30999755859375,81.3014907836914,173.42916870117188,154.90635681152344,1163.8856201171875
2023-10-31,87.41000366210938,80.18409729003906,168.27645874023438,156.09071350097656,1135.5452880859375
2023-11-30,82.83000183105469,104.99419403076172,181.50653076171875,194.72792053222656,1179.9913330078125
2023-12-31,77.04000091552734,121.9999771118164,190.91006469726562,210.92494201660156,1282.97900390625
2024-01-31,81.70999908447266,138.06619262695312,234.85520935058594,235.1229248046875,1416.1435546875
2024-02-29,83.62000274658203,155.54173278808594,249.9591827392578,282.62957763671875,1450.0675048828125
2024-03-31,87.4800033569336,157.60873413085938,253.21827697753906,281.9509582519531,1474.933349609375
2024-04-30,87.86000061035156,158.64224243164062,267.1993713378906,284.26776123046875,1456.2218017578125
2024-05-31,81.62000274658203,152.5821533203125,249.7230224609375,293.8392639160156,1419.8907470703125
2024-06-30,86.41000366210938,155.6168975830078,259.0279846191406,284.52520751953125,1553.89892578125
2024-07-31,80.72000122070312,177.8229522705078,315.70806884765625,327.67901611328125,1494.364501953125
2024-08-31,78.80000305175781,173.2224884033203,314.8759460449219,345.517333984375,1503.6197509765625
2024-09-30,71.7699966430664,176.33514404296875,283.31695556640625,357.40008544921875,1470.701171875
2024-10-31,73.16000366210938,139.59988403320312,253.37637329101562,300.2083740234375,1326.7510986328125
2024-11-30,72.94000244140625,135.6943817138672,250.373291015625,282.1910095214844,1287.0595703125
2024-12-31,74.38999938964844,131.75950622558594,226.91603088378906,283.3503112792969,1205.8837890625
